(state,action)   init_cab_pos    next_cab_pos    psg_spawn_idx0    psg_spawn_idx1    psg_dest_idx0    psg_dest_idx1    reward
(0,south)	 (0,0) ---> (0,1)	 0 ---> 0	0 ---> 0 	 -1
(315,dropoff)	 (0,3) ---> (0,3)	 2 ---> 2	2 ---> 2 	 -5
(316,south)	 (1,3) ---> (1,4)	 2 ---> 2	2 ---> 2 	 -1
(316,north)	 (1,3) ---> (1,3)	 2 ---> 2	2 ---> 2 	 -2
(316,east)	 (1,3) ---> (2,3)	 2 ---> 2	2 ---> 2 	 -1
(316,west)	 (1,3) ---> (0,3)	 2 ---> 2	2 ---> 2 	 -1
(316,pickup)	 (1,3) ---> (1,3)	 2 ---> 2	2 ---> 2 	 -5
(316,dropoff)	 (1,3) ---> (1,3)	 2 ---> 2	2 ---> 2 	 -5
(317,south)	 (2,3) ---> (2,3)	 2 ---> 2	2 ---> 2 	 -2
(317,north)	 (2,3) ---> (2,2)	 2 ---> 2	2 ---> 2 	 -1
(317,east)	 (2,3) ---> (2,3)	 2 ---> 2	2 ---> 2 	 -2
(317,west)	 (2,3) ---> (1,3)	 2 ---> 2	2 ---> 2 	 -1
(317,pickup)	 (2,3) ---> (2,3)	 2 ---> 2	2 ---> 2 	 -5
(317,dropoff)	 (2,3) ---> (2,3)	 2 ---> 2	2 ---> 2 	 -5
(318,south)	 (3,3) ---> (3,4)	 2 ---> 2	2 ---> 2 	 -1
(318,north)	 (3,3) ---> (3,2)	 2 ---> 2	2 ---> 2 	 -1
(318,east)	 (3,3) ---> (3,3)	 2 ---> 2	2 ---> 2 	 -2
(318,west)	 (3,3) ---> (3,3)	 2 ---> 2	2 ---> 2 	 -2
(318,pickup)	 (3,3) ---> (3,3)	 2 ---> 2	2 ---> 2 	 -5
(318,dropoff)	 (3,3) ---> (3,3)	 2 ---> 2	2 ---> 2 	 -5
(319,south)	 (4,3) ---> (4,3)	 2 ---> 2	2 ---> 2 	 -2
(319,north)	 (4,3) ---> (4,2)	 2 ---> 2	2 ---> 2 	 -1
(319,east)	 (4,3) ---> (4,3)	 2 ---> 2	2 ---> 2 	 -2
(319,west)	 (4,3) ---> (4,3)	 2 ---> 2	2 ---> 2 	 -2
(319,pickup)	 (4,3) ---> (4,3)	 2 ---> 2	2 ---> 2 	 -5
(319,dropoff)	 (4,3) ---> (4,3)	 2 ---> 2	2 ---> 2 	 -5
(320,south)	 (0,4) ---> (0,4)	 2 ---> 2	2 ---> 2 	 -2
(320,north)	 (0,4) ---> (0,4)	 2 ---> 2	2 ---> 2 	 -2
(320,east)	 (0,4) ---> (1,4)	 2 ---> 2	2 ---> 2 	 -1
(320,west)	 (0,4) ---> (0,4)	 2 ---> 2	2 ---> 2 	 -2
(320,pickup)	 (0,4) ---> (0,4)	 2 ---> 2	2 ---> 2 	 -5
(320,dropoff)	 (0,4) ---> (0,4)	 2 ---> 2	2 ---> 2 	 -5
(321,south)	 (1,4) ---> (1,4)	 2 ---> 2	2 ---> 2 	 -2
(321,north)	 (1,4) ---> (1,3)	 2 ---> 2	2 ---> 2 	 -1
(321,east)	 (1,4) ---> (1,4)	 2 ---> 2	2 ---> 2 	 -2
(321,west)	 (1,4) ---> (0,4)	 2 ---> 2	2 ---> 2 	 -1
(321,pickup)	 (1,4) ---> (1,4)	 2 ---> 2	2 ---> 2 	 -5
(321,dropoff)	 (1,4) ---> (1,4)	 2 ---> 2	2 ---> 2 	 -5
(322,south)	 (2,4) ---> (2,4)	 2 ---> 2	2 ---> 2 	 -2
(322,north)	 (2,4) ---> (2,4)	 2 ---> 2	2 ---> 2 	 -2
(322,east)	 (2,4) ---> (3,4)	 2 ---> 2	2 ---> 2 	 -1
(322,west)	 (2,4) ---> (2,4)	 2 ---> 2	2 ---> 2 	 -2
(322,pickup)	 (2,4) ---> (2,4)	 2 ---> 2	2 ---> 2 	 -5
(322,dropoff)	 (2,4) ---> (2,4)	 2 ---> 2	2 ---> 2 	 -5
(323,south)	 (3,4) ---> (3,4)	 2 ---> 2	2 ---> 2 	 -2
(323,north)	 (3,4) ---> (3,3)	 2 ---> 2	2 ---> 2 	 -1
(323,east)	 (3,4) ---> (4,4)	 2 ---> 2	2 ---> 2 	 -1
(323,west)	 (3,4) ---> (2,4)	 2 ---> 2	2 ---> 2 	 -1
(323,pickup)	 (3,4) ---> (3,4)	 2 ---> 4	2 ---> 2 	 10
(323,dropoff)	 (3,4) ---> (3,4)	 2 ---> 2	2 ---> 2 	 -5
(324,south)	 (4,4) ---> (4,4)	 2 ---> 2	2 ---> 2 	 -2
(324,north)	 (4,4) ---> (4,4)	 2 ---> 2	2 ---> 2 	 -2
(324,east)	 (4,4) ---> (4,4)	 2 ---> 2	2 ---> 2 	 -2
(324,west)	 (4,4) ---> (3,4)	 2 ---> 2	2 ---> 2 	 -1
(324,pickup)	 (4,4) ---> (4,4)	 2 ---> 2	2 ---> 2 	 -5
(324,dropoff)	 (4,4) ---> (4,4)	 2 ---> 2	2 ---> 2 	 -5
(325,south)	 (0,0) ---> (0,1)	 3 ---> 3	2 ---> 2 	 -1
(325,north)	 (0,0) ---> (0,0)	 3 ---> 3	2 ---> 2 	 -2
(325,east)	 (0,0) ---> (1,0)	 3 ---> 3	2 ---> 2 	 -1
(325,west)	 (0,0) ---> (0,0)	 3 ---> 3	2 ---> 2 	 -2
(325,pickup)	 (0,0) ---> (0,0)	 3 ---> 3	2 ---> 2 	 -5
(325,dropoff)	 (0,0) ---> (0,0)	 3 ---> 3	2 ---> 2 	 -5
(326,south)	 (1,0) ---> (1,1)	 3 ---> 3	2 ---> 2 	 -1
(326,north)	 (1,0) ---> (1,0)	 3 ---> 3	2 ---> 2 	 -2
(326,east)	 (1,0) ---> (2,0)	 3 ---> 3	2 ---> 2 	 -1
(326,west)	 (1,0) ---> (0,0)	 3 ---> 3	2 ---> 2 	 -1
(326,pickup)	 (1,0) ---> (1,0)	 3 ---> 3	2 ---> 2 	 -5
(326,dropoff)	 (1,0) ---> (1,0)	 3 ---> 3	2 ---> 2 	 -5
(327,south)	 (2,0) ---> (2,0)	 3 ---> 3	2 ---> 2 	 -2
(327,north)	 (2,0) ---> (2,0)	 3 ---> 3	2 ---> 2 	 -2
(327,east)	 (2,0) ---> (3,0)	 3 ---> 3	2 ---> 2 	 -1
(327,west)	 (2,0) ---> (1,0)	 3 ---> 3	2 ---> 2 	 -1
(327,pickup)	 (2,0) ---> (2,0)	 3 ---> 3	2 ---> 2 	 -5
(327,dropoff)	 (2,0) ---> (2,0)	 3 ---> 3	2 ---> 2 	 -5
(328,south)	 (3,0) ---> (3,0)	 3 ---> 3	2 ---> 2 	 -2
(328,north)	 (3,0) ---> (3,0)	 3 ---> 3	2 ---> 2 	 -2
(328,east)	 (3,0) ---> (4,0)	 3 ---> 3	2 ---> 2 	 -1
(328,west)	 (3,0) ---> (2,0)	 3 ---> 3	2 ---> 2 	 -1
(328,pickup)	 (3,0) ---> (3,0)	 3 ---> 3	2 ---> 2 	 -5
(328,dropoff)	 (3,0) ---> (3,0)	 3 ---> 3	2 ---> 2 	 -5
(329,south)	 (4,0) ---> (4,1)	 3 ---> 3	2 ---> 2 	 -1
(329,north)	 (4,0) ---> (4,0)	 3 ---> 3	2 ---> 2 	 -2
(329,east)	 (4,0) ---> (4,0)	 3 ---> 3	2 ---> 2 	 -2
(329,west)	 (4,0) ---> (3,0)	 3 ---> 3	2 ---> 2 	 -1
(329,pickup)	 (4,0) ---> (4,0)	 3 ---> 3	2 ---> 2 	 -5
(329,dropoff)	 (4,0) ---> (4,0)	 3 ---> 3	2 ---> 2 	 -5
(330,south)	 (0,1) ---> (0,2)	 3 ---> 3	2 ---> 2 	 -1
(330,north)	 (0,1) ---> (0,0)	 3 ---> 3	2 ---> 2 	 -1
(330,east)	 (0,1) ---> (0,1)	 3 ---> 3	2 ---> 2 	 -2
(330,west)	 (0,1) ---> (0,1)	 3 ---> 3	2 ---> 2 	 -2
(330,pickup)	 (0,1) ---> (0,1)	 3 ---> 3	2 ---> 2 	 -5
(330,dropoff)	 (0,1) ---> (0,1)	 3 ---> 3	2 ---> 2 	 -5
(331,south)	 (1,1) ---> (1,2)	 3 ---> 3	2 ---> 2 	 -1
(331,north)	 (1,1) ---> (1,0)	 3 ---> 3	2 ---> 2 	 -1
(331,east)	 (1,1) ---> (1,1)	 3 ---> 3	2 ---> 2 	 -2
(331,west)	 (1,1) ---> (1,1)	 3 ---> 3	2 ---> 2 	 -2
(331,pickup)	 (1,1) ---> (1,1)	 3 ---> 3	2 ---> 2 	 -5
(331,dropoff)	 (1,1) ---> (1,1)	 3 ---> 3	2 ---> 2 	 -5
(332,south)	 (2,1) ---> (2,2)	 3 ---> 3	2 ---> 2 	 -1
(332,north)	 (2,1) ---> (2,1)	 3 ---> 3	2 ---> 2 	 -2
(332,east)	 (2,1) ---> (3,1)	 3 ---> 3	2 ---> 2 	 -1
(332,west)	 (2,1) ---> (2,1)	 3 ---> 3	2 ---> 2 	 -2
(332,pickup)	 (2,1) ---> (2,1)	 3 ---> 3	2 ---> 2 	 -5
(332,dropoff)	 (2,1) ---> (2,1)	 3 ---> 3	2 ---> 2 	 -5
(333,south)	 (3,1) ---> (3,2)	 3 ---> 3	2 ---> 2 	 -1
(333,north)	 (3,1) ---> (3,1)	 3 ---> 3	2 ---> 2 	 -2
(333,east)	 (3,1) ---> (3,1)	 3 ---> 3	2 ---> 2 	 -2
(333,west)	 (3,1) ---> (2,1)	 3 ---> 3	2 ---> 2 	 -1
(333,pickup)	 (3,1) ---> (3,1)	 3 ---> 3	2 ---> 2 	 -5
(333,dropoff)	 (3,1) ---> (3,1)	 3 ---> 3	2 ---> 2 	 -5
(334,south)	 (4,1) ---> (4,2)	 3 ---> 3	2 ---> 2 	 -1
(334,north)	 (4,1) ---> (4,0)	 3 ---> 3	2 ---> 2 	 -1
(334,east)	 (4,1) ---> (4,1)	 3 ---> 3	2 ---> 2 	 -2
(334,west)	 (4,1) ---> (4,1)	 3 ---> 3	2 ---> 2 	 -2
(334,pickup)	 (4,1) ---> (4,1)	 3 ---> 3	2 ---> 2 	 -5
(334,dropoff)	 (4,1) ---> (4,1)	 3 ---> 3	2 ---> 2 	 -5
(335,south)	 (0,2) ---> (0,3)	 3 ---> 3	2 ---> 2 	 -1
(335,north)	 (0,2) ---> (0,1)	 3 ---> 3	2 ---> 2 	 -1
(335,east)	 (0,2) ---> (0,2)	 3 ---> 3	2 ---> 2 	 -2
(335,west)	 (0,2) ---> (0,2)	 3 ---> 3	2 ---> 2 	 -2
(335,pickup)	 (0,2) ---> (0,2)	 3 ---> 3	2 ---> 2 	 -5
(335,dropoff)	 (0,2) ---> (0,2)	 3 ---> 3	2 ---> 2 	 -5
(336,south)	 (1,2) ---> (1,2)	 3 ---> 3	2 ---> 2 	 -2
(336,north)	 (1,2) ---> (1,1)	 3 ---> 3	2 ---> 2 	 -1
(336,east)	 (1,2) ---> (1,2)	 3 ---> 3	2 ---> 2 	 -2
(336,west)	 (1,2) ---> (1,2)	 3 ---> 3	2 ---> 2 	 -2
(336,pickup)	 (1,2) ---> (1,2)	 3 ---> 3	2 ---> 2 	 -5
(336,dropoff)	 (1,2) ---> (1,2)	 3 ---> 3	2 ---> 2 	 -5
(337,south)	 (2,2) ---> (2,3)	 3 ---> 3	2 ---> 2 	 -1
(337,north)	 (2,2) ---> (2,1)	 3 ---> 3	2 ---> 2 	 -1
(337,east)	 (2,2) ---> (2,2)	 3 ---> 3	2 ---> 2 	 -2
(337,west)	 (2,2) ---> (2,2)	 3 ---> 3	2 ---> 2 	 -2
(337,pickup)	 (2,2) ---> (2,2)	 3 ---> 3	2 ---> 2 	 -5
(337,dropoff)	 (2,2) ---> (2,2)	 3 ---> 3	2 ---> 2 	 -5
(338,south)	 (3,2) ---> (3,3)	 3 ---> 3	2 ---> 2 	 -1
(338,north)	 (3,2) ---> (3,1)	 3 ---> 3	2 ---> 2 	 -1
(338,east)	 (3,2) ---> (3,2)	 3 ---> 3	2 ---> 2 	 -2
(338,west)	 (3,2) ---> (3,2)	 3 ---> 3	2 ---> 2 	 -2
(338,pickup)	 (3,2) ---> (3,2)	 3 ---> 3	2 ---> 2 	 -5
(338,dropoff)	 (3,2) ---> (3,2)	 3 ---> 3	2 ---> 2 	 -5
(339,south)	 (4,2) ---> (4,3)	 3 ---> 3	2 ---> 2 	 -1
(339,north)	 (4,2) ---> (4,1)	 3 ---> 3	2 ---> 2 	 -1
(339,east)	 (4,2) ---> (4,2)	 3 ---> 3	2 ---> 2 	 -2
(339,west)	 (4,2) ---> (4,2)	 3 ---> 3	2 ---> 2 	 -2
(339,pickup)	 (4,2) ---> (4,2)	 3 ---> 3	2 ---> 2 	 -5
(339,dropoff)	 (4,2) ---> (4,2)	 3 ---> 3	2 ---> 2 	 -5
(340,south)	 (0,3) ---> (0,3)	 3 ---> 3	2 ---> 2 	 -2
(340,north)	 (0,3) ---> (0,2)	 3 ---> 3	2 ---> 2 	 -1
(340,east)	 (0,3) ---> (1,3)	 3 ---> 3	2 ---> 2 	 -1
(340,west)	 (0,3) ---> (0,3)	 3 ---> 3	2 ---> 2 	 -2
(340,pickup)	 (0,3) ---> (0,3)	 3 ---> 3	2 ---> 2 	 -5
(340,dropoff)	 (0,3) ---> (0,3)	 3 ---> 3	2 ---> 2 	 -5
(341,south)	 (1,3) ---> (1,4)	 3 ---> 3	2 ---> 2 	 -1
(341,north)	 (1,3) ---> (1,3)	 3 ---> 3	2 ---> 2 	 -2
(341,east)	 (1,3) ---> (2,3)	 3 ---> 3	2 ---> 2 	 -1
(341,west)	 (1,3) ---> (0,3)	 3 ---> 3	2 ---> 2 	 -1
(341,pickup)	 (1,3) ---> (1,3)	 3 ---> 3	2 ---> 2 	 -5
(341,dropoff)	 (1,3) ---> (1,3)	 3 ---> 3	2 ---> 2 	 -5
(342,south)	 (2,3) ---> (2,3)	 3 ---> 3	2 ---> 2 	 -2
(342,north)	 (2,3) ---> (2,2)	 3 ---> 3	2 ---> 2 	 -1
(342,east)	 (2,3) ---> (2,3)	 3 ---> 3	2 ---> 2 	 -2
(342,west)	 (2,3) ---> (1,3)	 3 ---> 3	2 ---> 2 	 -1
(342,pickup)	 (2,3) ---> (2,3)	 3 ---> 3	2 ---> 2 	 -5
(342,dropoff)	 (2,3) ---> (2,3)	 3 ---> 3	2 ---> 2 	 -5
(343,south)	 (3,3) ---> (3,4)	 3 ---> 3	2 ---> 2 	 -1
(343,north)	 (3,3) ---> (3,2)	 3 ---> 3	2 ---> 2 	 -1
(343,east)	 (3,3) ---> (3,3)	 3 ---> 3	2 ---> 2 	 -2
(343,west)	 (3,3) ---> (3,3)	 3 ---> 3	2 ---> 2 	 -2
(343,pickup)	 (3,3) ---> (3,3)	 3 ---> 3	2 ---> 2 	 -5
(343,dropoff)	 (3,3) ---> (3,3)	 3 ---> 3	2 ---> 2 	 -5
(344,south)	 (4,3) ---> (4,3)	 3 ---> 3	2 ---> 2 	 -2
(344,north)	 (4,3) ---> (4,2)	 3 ---> 3	2 ---> 2 	 -1
(344,east)	 (4,3) ---> (4,3)	 3 ---> 3	2 ---> 2 	 -2
(344,west)	 (4,3) ---> (4,3)	 3 ---> 3	2 ---> 2 	 -2
(344,pickup)	 (4,3) ---> (4,3)	 3 ---> 3	2 ---> 2 	 -5
(344,dropoff)	 (4,3) ---> (4,3)	 3 ---> 3	2 ---> 2 	 -5
(345,south)	 (0,4) ---> (0,4)	 3 ---> 3	2 ---> 2 	 -2
(345,north)	 (0,4) ---> (0,4)	 3 ---> 3	2 ---> 2 	 -2
(345,east)	 (0,4) ---> (1,4)	 3 ---> 3	2 ---> 2 	 -1
(345,west)	 (0,4) ---> (0,4)	 3 ---> 3	2 ---> 2 	 -2
(345,pickup)	 (0,4) ---> (0,4)	 3 ---> 4	2 ---> 2 	 10
(345,dropoff)	 (0,4) ---> (0,4)	 3 ---> 3	2 ---> 2 	 -5
(346,south)	 (1,4) ---> (1,4)	 3 ---> 3	2 ---> 2 	 -2
(346,north)	 (1,4) ---> (1,3)	 3 ---> 3	2 ---> 2 	 -1
(346,east)	 (1,4) ---> (1,4)	 3 ---> 3	2 ---> 2 	 -2
(346,west)	 (1,4) ---> (0,4)	 3 ---> 3	2 ---> 2 	 -1
(346,pickup)	 (1,4) ---> (1,4)	 3 ---> 3	2 ---> 2 	 -5
(346,dropoff)	 (1,4) ---> (1,4)	 3 ---> 3	2 ---> 2 	 -5
(347,south)	 (2,4) ---> (2,4)	 3 ---> 3	2 ---> 2 	 -2
(347,north)	 (2,4) ---> (2,4)	 3 ---> 3	2 ---> 2 	 -2
(347,east)	 (2,4) ---> (3,4)	 3 ---> 3	2 ---> 2 	 -1
(347,west)	 (2,4) ---> (2,4)	 3 ---> 3	2 ---> 2 	 -2
(347,pickup)	 (2,4) ---> (2,4)	 3 ---> 3	2 ---> 2 	 -5
(347,dropoff)	 (2,4) ---> (2,4)	 3 ---> 3	2 ---> 2 	 -5
(348,south)	 (3,4) ---> (3,4)	 3 ---> 3	2 ---> 2 	 -2
(348,north)	 (3,4) ---> (3,3)	 3 ---> 3	2 ---> 2 	 -1
(348,east)	 (3,4) ---> (4,4)	 3 ---> 3	2 ---> 2 	 -1
(348,west)	 (3,4) ---> (2,4)	 3 ---> 3	2 ---> 2 	 -1
(348,pickup)	 (3,4) ---> (3,4)	 3 ---> 3	2 ---> 2 	 -5
(348,dropoff)	 (3,4) ---> (3,4)	 3 ---> 3	2 ---> 2 	 -5
(349,south)	 (4,4) ---> (4,4)	 3 ---> 3	2 ---> 2 	 -2
(349,north)	 (4,4) ---> (4,4)	 3 ---> 3	2 ---> 2 	 -2
(349,east)	 (4,4) ---> (4,4)	 3 ---> 3	2 ---> 2 	 -2
(349,west)	 (4,4) ---> (3,4)	 3 ---> 3	2 ---> 2 	 -1
(349,pickup)	 (4,4) ---> (4,4)	 3 ---> 3	2 ---> 2 	 -5
(349,dropoff)	 (4,4) ---> (4,4)	 3 ---> 3	2 ---> 2 	 -5
(350,south)	 (0,0) ---> (0,1)	 4 ---> 4	2 ---> 2 	 -1
(350,north)	 (0,0) ---> (0,0)	 4 ---> 4	2 ---> 2 	 -2
(350,east)	 (0,0) ---> (1,0)	 4 ---> 4	2 ---> 2 	 -1
(350,west)	 (0,0) ---> (0,0)	 4 ---> 4	2 ---> 2 	 -2
(350,pickup)	 (0,0) ---> (0,0)	 4 ---> 4	2 ---> 2 	 -5
(350,dropoff)	 (0,0) ---> (0,0)	 4 ---> 4	2 ---> 2 	 -5
(351,south)	 (1,0) ---> (1,1)	 4 ---> 4	2 ---> 2 	 -1
(351,north)	 (1,0) ---> (1,0)	 4 ---> 4	2 ---> 2 	 -2
(351,east)	 (1,0) ---> (2,0)	 4 ---> 4	2 ---> 2 	 -1
(351,west)	 (1,0) ---> (0,0)	 4 ---> 4	2 ---> 2 	 -1
(351,pickup)	 (1,0) ---> (1,0)	 4 ---> 4	2 ---> 2 	 -5
(351,dropoff)	 (1,0) ---> (1,0)	 4 ---> 4	2 ---> 2 	 -5
(352,south)	 (2,0) ---> (2,0)	 4 ---> 4	2 ---> 2 	 -2
(352,north)	 (2,0) ---> (2,0)	 4 ---> 4	2 ---> 2 	 -2
(352,east)	 (2,0) ---> (3,0)	 4 ---> 4	2 ---> 2 	 -1
(352,west)	 (2,0) ---> (1,0)	 4 ---> 4	2 ---> 2 	 -1
(352,pickup)	 (2,0) ---> (2,0)	 4 ---> 4	2 ---> 2 	 -5
(352,dropoff)	 (2,0) ---> (2,0)	 4 ---> 4	2 ---> 2 	 -5
(353,south)	 (3,0) ---> (3,0)	 4 ---> 4	2 ---> 2 	 -2
(353,north)	 (3,0) ---> (3,0)	 4 ---> 4	2 ---> 2 	 -2
(353,east)	 (3,0) ---> (4,0)	 4 ---> 4	2 ---> 2 	 -1
(353,west)	 (3,0) ---> (2,0)	 4 ---> 4	2 ---> 2 	 -1
(353,pickup)	 (3,0) ---> (3,0)	 4 ---> 4	2 ---> 2 	 -5
(353,dropoff)	 (3,0) ---> (3,0)	 4 ---> 4	2 ---> 2 	 -5
(354,south)	 (4,0) ---> (4,1)	 4 ---> 4	2 ---> 2 	 -1
(354,north)	 (4,0) ---> (4,0)	 4 ---> 4	2 ---> 2 	 -2
(354,east)	 (4,0) ---> (4,0)	 4 ---> 4	2 ---> 2 	 -2
(354,west)	 (4,0) ---> (3,0)	 4 ---> 4	2 ---> 2 	 -1
(354,pickup)	 (4,0) ---> (4,0)	 4 ---> 4	2 ---> 2 	 -5
(354,dropoff)	 (4,0) ---> (4,0)	 4 ---> 4	2 ---> 2 	 -5
(355,south)	 (0,1) ---> (0,2)	 4 ---> 4	2 ---> 2 	 -1
(355,north)	 (0,1) ---> (0,0)	 4 ---> 4	2 ---> 2 	 -1
(355,east)	 (0,1) ---> (0,1)	 4 ---> 4	2 ---> 2 	 -2
(355,west)	 (0,1) ---> (0,1)	 4 ---> 4	2 ---> 2 	 -2
(355,pickup)	 (0,1) ---> (0,1)	 4 ---> 4	2 ---> 2 	 -5
(355,dropoff)	 (0,1) ---> (0,1)	 4 ---> 4	2 ---> 2 	 -5
(356,south)	 (1,1) ---> (1,2)	 4 ---> 4	2 ---> 2 	 -1
(356,north)	 (1,1) ---> (1,0)	 4 ---> 4	2 ---> 2 	 -1
(356,east)	 (1,1) ---> (1,1)	 4 ---> 4	2 ---> 2 	 -2
(356,west)	 (1,1) ---> (1,1)	 4 ---> 4	2 ---> 2 	 -2
(356,pickup)	 (1,1) ---> (1,1)	 4 ---> 4	2 ---> 2 	 -5
(356,dropoff)	 (1,1) ---> (1,1)	 4 ---> 4	2 ---> 2 	 -5
(357,south)	 (2,1) ---> (2,2)	 4 ---> 4	2 ---> 2 	 -1
(357,north)	 (2,1) ---> (2,1)	 4 ---> 4	2 ---> 2 	 -2
(357,east)	 (2,1) ---> (3,1)	 4 ---> 4	2 ---> 2 	 -1
(357,west)	 (2,1) ---> (2,1)	 4 ---> 4	2 ---> 2 	 -2
(357,pickup)	 (2,1) ---> (2,1)	 4 ---> 4	2 ---> 2 	 -5
(357,dropoff)	 (2,1) ---> (2,1)	 4 ---> 4	2 ---> 2 	 -5
(358,south)	 (3,1) ---> (3,2)	 4 ---> 4	2 ---> 2 	 -1
(358,north)	 (3,1) ---> (3,1)	 4 ---> 4	2 ---> 2 	 -2
(358,east)	 (3,1) ---> (3,1)	 4 ---> 4	2 ---> 2 	 -2
(358,west)	 (3,1) ---> (2,1)	 4 ---> 4	2 ---> 2 	 -1
(358,pickup)	 (3,1) ---> (3,1)	 4 ---> 4	2 ---> 2 	 -5
(358,dropoff)	 (3,1) ---> (3,1)	 4 ---> 4	2 ---> 2 	 -5
(359,south)	 (4,1) ---> (4,2)	 4 ---> 4	2 ---> 2 	 -1
(359,north)	 (4,1) ---> (4,0)	 4 ---> 4	2 ---> 2 	 -1
(359,east)	 (4,1) ---> (4,1)	 4 ---> 4	2 ---> 2 	 -2
(359,west)	 (4,1) ---> (4,1)	 4 ---> 4	2 ---> 2 	 -2
(359,pickup)	 (4,1) ---> (4,1)	 4 ---> 4	2 ---> 2 	 -5
(359,dropoff)	 (4,1) ---> (4,1)	 4 ---> 4	2 ---> 2 	 -5
(360,south)	 (0,2) ---> (0,3)	 4 ---> 4	2 ---> 2 	 -1
(360,north)	 (0,2) ---> (0,1)	 4 ---> 4	2 ---> 2 	 -1
(360,east)	 (0,2) ---> (0,2)	 4 ---> 4	2 ---> 2 	 -2
(360,west)	 (0,2) ---> (0,2)	 4 ---> 4	2 ---> 2 	 -2
(360,pickup)	 (0,2) ---> (0,2)	 4 ---> 4	2 ---> 2 	 -5
(360,dropoff)	 (0,2) ---> (0,2)	 4 ---> 4	2 ---> 2 	 -5
(361,south)	 (1,2) ---> (1,2)	 4 ---> 4	2 ---> 2 	 -2
(361,north)	 (1,2) ---> (1,1)	 4 ---> 4	2 ---> 2 	 -1
(361,east)	 (1,2) ---> (1,2)	 4 ---> 4	2 ---> 2 	 -2
(361,west)	 (1,2) ---> (1,2)	 4 ---> 4	2 ---> 2 	 -2
(361,pickup)	 (1,2) ---> (1,2)	 4 ---> 4	2 ---> 2 	 -5
(361,dropoff)	 (1,2) ---> (1,2)	 4 ---> 4	2 ---> 2 	 -5
(362,south)	 (2,2) ---> (2,3)	 4 ---> 4	2 ---> 2 	 -1
(362,north)	 (2,2) ---> (2,1)	 4 ---> 4	2 ---> 2 	 -1
(362,east)	 (2,2) ---> (2,2)	 4 ---> 4	2 ---> 2 	 -2
(362,west)	 (2,2) ---> (2,2)	 4 ---> 4	2 ---> 2 	 -2
(362,pickup)	 (2,2) ---> (2,2)	 4 ---> 4	2 ---> 2 	 -5
(362,dropoff)	 (2,2) ---> (2,2)	 4 ---> 4	2 ---> 2 	 -5
(363,south)	 (3,2) ---> (3,3)	 4 ---> 4	2 ---> 2 	 -1
(363,north)	 (3,2) ---> (3,1)	 4 ---> 4	2 ---> 2 	 -1
(363,east)	 (3,2) ---> (3,2)	 4 ---> 4	2 ---> 2 	 -2
(363,west)	 (3,2) ---> (3,2)	 4 ---> 4	2 ---> 2 	 -2
(363,pickup)	 (3,2) ---> (3,2)	 4 ---> 4	2 ---> 2 	 -5
(363,dropoff)	 (3,2) ---> (3,2)	 4 ---> 4	2 ---> 2 	 -5
(364,south)	 (4,2) ---> (4,3)	 4 ---> 4	2 ---> 2 	 -1
(364,north)	 (4,2) ---> (4,1)	 4 ---> 4	2 ---> 2 	 -1
(364,east)	 (4,2) ---> (4,2)	 4 ---> 4	2 ---> 2 	 -2
(364,west)	 (4,2) ---> (4,2)	 4 ---> 4	2 ---> 2 	 -2
(364,pickup)	 (4,2) ---> (4,2)	 4 ---> 4	2 ---> 2 	 -5
(364,dropoff)	 (4,2) ---> (4,2)	 4 ---> 4	2 ---> 2 	 -5
(365,south)	 (0,3) ---> (0,3)	 4 ---> 4	2 ---> 2 	 -2
(365,north)	 (0,3) ---> (0,2)	 4 ---> 4	2 ---> 2 	 -1
(365,east)	 (0,3) ---> (1,3)	 4 ---> 4	2 ---> 2 	 -1
(365,west)	 (0,3) ---> (0,3)	 4 ---> 4	2 ---> 2 	 -2
(365,pickup)	 (0,3) ---> (0,3)	 4 ---> 4	2 ---> 2 	 -5
(365,dropoff)	 (0,3) ---> (0,3)	 4 ---> 4	2 ---> 2 	 -5
(366,south)	 (1,3) ---> (1,4)	 4 ---> 4	2 ---> 2 	 -1
(366,north)	 (1,3) ---> (1,3)	 4 ---> 4	2 ---> 2 	 -2
(366,east)	 (1,3) ---> (2,3)	 4 ---> 4	2 ---> 2 	 -1
(366,west)	 (1,3) ---> (0,3)	 4 ---> 4	2 ---> 2 	 -1
(366,pickup)	 (1,3) ---> (1,3)	 4 ---> 4	2 ---> 2 	 -5
(366,dropoff)	 (1,3) ---> (1,3)	 4 ---> 4	2 ---> 2 	 -5
(367,south)	 (2,3) ---> (2,3)	 4 ---> 4	2 ---> 2 	 -2
(367,north)	 (2,3) ---> (2,2)	 4 ---> 4	2 ---> 2 	 -1
(367,east)	 (2,3) ---> (2,3)	 4 ---> 4	2 ---> 2 	 -2
(367,west)	 (2,3) ---> (1,3)	 4 ---> 4	2 ---> 2 	 -1
(367,pickup)	 (2,3) ---> (2,3)	 4 ---> 4	2 ---> 2 	 -5
(367,dropoff)	 (2,3) ---> (2,3)	 4 ---> 4	2 ---> 2 	 -5
(368,south)	 (3,3) ---> (3,4)	 4 ---> 4	2 ---> 2 	 -1
(368,north)	 (3,3) ---> (3,2)	 4 ---> 4	2 ---> 2 	 -1
(368,east)	 (3,3) ---> (3,3)	 4 ---> 4	2 ---> 2 	 -2
